tarih,yil,ay,ilce,tuketim,ortalama_sicaklik,ortalama_nem
2015-01,2015,1,ADALAR,370333.756,6.786666666666667,76.958
2015-02,2015,2,ADALAR,334257.446,6.982500000000001,82.1917857142857
2015-03,2015,3,ADALAR,353314.028,8.2225,79.63714285714286
2015-04,2015,4,ADALAR,286268.529,12.74384615384615,65.70884615384615
2015-05,2015,5,ADALAR,128612.845,18.71903225806452,70.36419354838709
2015-06,2015,6,ADALAR,132890.116,21.09066666666667,75.74733333333333
2015-07,2015,7,ADALAR,140175.257,24.55142857142857,71.18749999999999
2015-08,2015,8,ADALAR,141850.211,25.65285714285714,71.54928571428572
2015-09,2015,9,ADALAR,121669.701,23.01833333333333,77.19066666666666
2015-10,2015,10,ADALAR,204708.722,16.28548387096774,82.49774193548384
2015-11,2015,11,ADALAR,259002.768,14.00533333333334,77.87866666666666
2015-12,2015,12,ADALAR,477230.174,7.71516129032258,81.3674193548387
2016-01,2016,1,ADALAR,805857.928,6.197741935483872,78.43064516129033
2016-02,2016,2,ADALAR,576996.975,11.01551724137931,76.18344827586208
2016-03,2016,3,ADALAR,621461.701,11.28548387096774,71.54806451612903
2016-04,2016,4,ADALAR,287910.089,16.966,59.40666666666668
2016-05,2016,5,ADALAR,241786.626,18.64870967741936,68.51129032258065
2016-06,2016,6,ADALAR,185729.759,23.70533333333333,67.00066666666666
2016-07,2016,7,ADALAR,185850.381,25.25967741935484,68.12096774193549
2016-08,2016,8,ADALAR,201465.636,25.54258064516129,74.07129032258067
2016-09,2016,9,ADALAR,253205.307,21.45,69.074
2016-10,2016,10,ADALAR,513851.252,15.92677419354839,91.34193548387097
2016-11,2016,11,ADALAR,678463.524,12.05166666666667,73.55933333333334
2016-12,2016,12,ADALAR,1066322.329,4.892580645161291,77.5722580645161
2017-01,2017,1,ADALAR,1113949.582,3.509032258064516,83.33580645161292
2017-02,2017,2,ADALAR,864688.766,7.834999999999998,74.46821428571427
2017-03,2017,3,ADALAR,800142.804,9.70838709677419,76.90064516129033
2017-04,2017,4,ADALAR,577863.734,12.94666666666667,67.18299999999999
2017-05,2017,5,ADALAR,292876.441,17.95064516129032,74.11
2017-06,2017,6,ADALAR,206099.726,23.84966666666667,70.71633333333332
2017-07,2017,7,ADALAR,221998.825,24.40935483870968,68.10870967741936
2017-08,2017,8,ADALAR,221723.929,24.18580645161291,74.0583870967742
2017-09,2017,9,ADALAR,290574.004,22.02855555555556,71.20799999999998
2017-10,2017,10,ADALAR,508554.177,15.13064516129032,73.77419354838712
2017-11,2017,11,ADALAR,714772.113,12.107,78.23266666666669
2017-12,2017,12,ADALAR,846583.178,10.66870967741935,71.81806451612904
2018-01,2018,1,ADALAR,981215.608,7.359032258064518,77.66612903225808
2018-02,2018,2,ADALAR,862570.433,7.766785714285715,81.79678571428573
2018-03,2018,3,ADALAR,760362.378,11.05451612903226,75.08387
2018-04,2018,4,ADALAR,456645.894,14.56633333333333,68.99233333333333
2018-05,2018,5,ADALAR,286405.667,18.65,76.12322580645161
2018-06,2018,6,ADALAR,211766.01,22.926,70.84999999999998
2018-07,2018,7,ADALAR,248798.771,25.3383870967742,68.6541935483871
2018-08,2018,8,ADALAR,228394.038,25.89193548387097,69.28064516129034
2018-09,2018,9,ADALAR,341789.498,21.67666666666667,74.05966666666664
2018-10,2018,10,ADALAR,366209.477,17.18645161290322,75.62032258064518
2018-11,2018,11,ADALAR,621510.688,12.56166666666667,81.14666666666666
2018-12,2018,12,ADALAR,960829.468,7.041935483870969,81.63290322580644
2019-01,2019,1,ADALAR,1106794.439,7.139677419354839,75.75419354838712
2019-02,2019,2,ADALAR,958118.932,6.765357142857146,79.48428571428573
2019-03,2019,3,ADALAR,864741.634,10.19096774193548,66.9951612903226
2019-04,2019,4,ADALAR,703749.95,12.675,70.57966666666667
2019-05,2019,5,ADALAR,292997.594,19.94129032258065,64.7206451612903
2019-06,2019,6,ADALAR,194927.547,24.51833333333333,70.83999999999999
2019-07,2019,7,ADALAR,246622.852,24.24967741935484,69.57903225806453
2019-08,2019,8,ADALAR,224814.413,24.96290322580645,71.70967741935483
2019-09,2019,9,ADALAR,250914.958,22.07999999999999,66.96233333333332
2019-10,2019,10,ADALAR,300399.112,18.15709677419355,78.91161290322583
2019-11,2019,11,ADALAR,401108.5,16.57133333333333,75.33333333333331
2019-12,2019,12,ADALAR,842049.898,10.42709677419355,77.38032258064517
2020-01,2020,1,ADALAR,1084920.571,7.253870967741936,77.20225806451612
2020-02,2020,2,ADALAR,916603.414,9.32896551724138,71.10724137931035
2020-03,2020,3,ADALAR,864653.002,11.17129032258065,73.58548387096776
2020-04,2020,4,ADALAR,600321.325,12.94933333333333,66.21133333333333
2020-05,2020,5,ADALAR,257899.182,18.80774193548387,68.84709677419355
2020-06,2020,6,ADALAR,192661.751,23.35433333333333,69.90566666666668
2020-07,2020,7,ADALAR,218474.204,24.83032258064516,70.88903225806452
2020-08,2020,8,ADALAR,216290.004,25.20709677419355,68.63064516129033
2020-09,2020,9,ADALAR,258271.948,23.84300000000001,69.44833333333332
2020-10,2020,10,ADALAR,336469.774,20.23870967741935,72.20741935483872
2020-11,2020,11,ADALAR,885030.59,12.15,78.13266666666668
2020-12,2020,12,ADALAR,1101992.014,11.36129032258064,78.92612903225806
2021-01,2021,1,ADALAR,1214773.233,8.16741935483871,76.92935483870966
2021-02,2021,2,ADALAR,1077592.281,7.53357142857143,77.56642857142859
2021-03,2021,3,ADALAR,1143236.085,7.134193548387097,77.57032258064515
2021-04,2021,4,ADALAR,771061.199,11.77666666666667,74.41399999999999
2021-05,2021,5,ADALAR,265184.844,18.87645161290323,64.84387096774192
2021-06,2021,6,ADALAR,226689.056,21.182,74.67166666666668
2021-07,2021,7,ADALAR,189341.584,25.64193548387097,70.86451612903224
2021-08,2021,8,ADALAR,199969.534,25.82903225806452,65.75032258064516
2021-09,2021,9,ADALAR,196770.01,20.10333333333334,70.51299999999999
2021-10,2021,10,ADALAR,271633.523,14.81225806451613,80.61000000000001
2015-01,2015,1,ARNAVUTKÖY,8006815.504,6.786666666666667,76.958
2015-02,2015,2,ARNAVUTKÖY,6983336.107,6.982500000000001,82.1917857142857
2015-03,2015,3,ARNAVUTKÖY,6784999.154,8.2225,79.63714285714286
2015-04,2015,4,ARNAVUTKÖY,4638464.344,12.74384615384615,65.70884615384615
2015-05,2015,5,ARNAVUTKÖY,2057901.394,18.71903225806452,70.36419354838709
2015-06,2015,6,ARNAVUTKÖY,1714983.375,21.09066666666667,75.74733333333333
2015-07,2015,7,ARNAVUTKÖY,1593950.041,24.55142857142857,71.18749999999999
2015-08,2015,8,ARNAVUTKÖY,1620388.65,25.65285714285714,71.54928571428572
2015-09,2015,9,ARNAVUTKÖY,1657603.556,23.01833333333333,77.19066666666666
2015-10,2015,10,ARNAVUTKÖY,2787998.718,16.28548387096774,82.49774193548384
2015-11,2015,11,ARNAVUTKÖY,4194145.731,14.00533333333334,77.87866666666666
2015-12,2015,12,ARNAVUTKÖY,7747044.149,7.71516129032258,81.3674193548387
2016-01,2016,1,ARNAVUTKÖY,9248994.385,6.197741935483872,78.43064516129033
2016-02,2016,2,ARNAVUTKÖY,6619479.803,11.01551724137931,76.18344827586208
2016-03,2016,3,ARNAVUTKÖY,6351246.93,11.28548387096774,71.54806451612903
2016-04,2016,4,ARNAVUTKÖY,2866956.145,16.966,59.40666666666668
2016-05,2016,5,ARNAVUTKÖY,2352343.963,18.64870967741936,68.51129032258065
2016-06,2016,6,ARNAVUTKÖY,1713254.603,23.70533333333333,67.00066666666666
2016-07,2016,7,ARNAVUTKÖY,1482535.765,25.25967741935484,68.12096774193549
2016-08,2016,8,ARNAVUTKÖY,5654767.495,25.54258064516129,74.07129032258067
2016-09,2016,9,ARNAVUTKÖY,5647287.42,21.45,69.074
2016-10,2016,10,ARNAVUTKÖY,8562345.191,15.92677419354839,91.34193548387097
2016-11,2016,11,ARNAVUTKÖY,12359740.638,12.05166666666667,73.55933333333334
2016-12,2016,12,ARNAVUTKÖY,17915985.585,4.892580645161291,77.5722580645161
2017-01,2017,1,ARNAVUTKÖY,20134060.826,3.509032258064516,83.33580645161292
2017-02,2017,2,ARNAVUTKÖY,16489198.707,7.834999999999998,74.46821428571427
2017-03,2017,3,ARNAVUTKÖY,15393062.955,9.70838709677419,76.90064516129033
2017-04,2017,4,ARNAVUTKÖY,11474233.362,12.94666666666667,67.18299999999999
2017-05,2017,5,ARNAVUTKÖY,8045641.703,17.95064516129032,74.11
2017-06,2017,6,ARNAVUTKÖY,5954094.749,23.84966666666667,70.71633333333332
2017-07,2017,7,ARNAVUTKÖY,6295750.859,24.40935483870968,68.10870967741936
2017-08,2017,8,ARNAVUTKÖY,6482230.389,24.18580645161291,74.0583870967742
2017-09,2017,9,ARNAVUTKÖY,5852964.025,22.02855555555556,71.20799999999998
2017-10,2017,10,ARNAVUTKÖY,8915349.252,15.13064516129032,73.77419354838712
2017-11,2017,11,ARNAVUTKÖY,12919126.39,12.107,78.23266666666669
2017-12,2017,12,ARNAVUTKÖY,13929432.752,10.66870967741935,71.81806451612904
2018-01,2018,1,ARNAVUTKÖY,20225171.49,7.359032258064518,77.66612903225808
2018-02,2018,2,ARNAVUTKÖY,16815361.9,7.766785714285715,81.79678571428573
2018-03,2018,3,ARNAVUTKÖY,17291708.473,11.05451612903226,75.08387
2018-04,2018,4,ARNAVUTKÖY,10863167.101,14.56633333333333,68.99233333333333
2018-05,2018,5,ARNAVUTKÖY,8180132.312,18.65,76.12322580645161
2018-06,2018,6,ARNAVUTKÖY,6066868.836,22.926,70.84999999999998
2018-07,2018,7,ARNAVUTKÖY,6921468.139,25.3383870967742,68.6541935483871
2018-08,2018,8,ARNAVUTKÖY,5380327.639,25.89193548387097,69.28064516129034
2018-09,2018,9,ARNAVUTKÖY,6371216.444,21.67666666666667,74.05966666666664
2018-10,2018,10,ARNAVUTKÖY,8246947.524,17.18645161290322,75.62032258064518
2018-11,2018,11,ARNAVUTKÖY,14554304.151,12.56166666666667,81.14666666666666
2018-12,2018,12,ARNAVUTKÖY,22664633.014,7.041935483870969,81.63290322580644
2019-01,2019,1,ARNAVUTKÖY,24410477.667,7.139677419354839,75.75419354838712
2019-02,2019,2,ARNAVUTKÖY,21240221.42,6.765357142857146,79.48428571428573
2019-03,2019,3,ARNAVUTKÖY,19631818.021,10.19096774193548,66.9951612903226
2019-04,2019,4,ARNAVUTKÖY,15760580.195,12.675,70.57966666666667
2019-05,2019,5,ARNAVUTKÖY,9151096.714,19.94129032258065,64.7206451612903
2019-06,2019,6,ARNAVUTKÖY,6245223.884,24.51833333333333,70.83999999999999
2019-07,2019,7,ARNAVUTKÖY,7820239.119,24.24967741935484,69.57903225806453
2019-08,2019,8,ARNAVUTKÖY,6250101.3,24.96290322580645,71.70967741935483
2019-09,2019,9,ARNAVUTKÖY,7643481.917,22.07999999999999,66.96233333333332
2019-10,2019,10,ARNAVUTKÖY,9230885.805,18.15709677419355,78.91161290322583
2019-11,2019,11,ARNAVUTKÖY,11465771.266,16.57133333333333,75.33333333333331
2019-12,2019,12,ARNAVUTKÖY,20496594.036,10.42709677419355,77.38032258064517
2020-01,2020,1,ARNAVUTKÖY,26245992.511,7.253870967741936,77.20225806451612
2020-02,2020,2,ARNAVUTKÖY,22412521.068,9.32896551724138,71.10724137931035
2020-03,2020,3,ARNAVUTKÖY,19875847.917,11.17129032258065,73.58548387096776
2020-04,2020,4,ARNAVUTKÖY,11883806.301,12.94933333333333,66.21133333333333
2020-05,2020,5,ARNAVUTKÖY,6797132.712,18.80774193548387,68.84709677419355
2020-06,2020,6,ARNAVUTKÖY,7474086.773,23.35433333333333,69.90566666666668
2020-07,2020,7,ARNAVUTKÖY,7211577.88,24.83032258064516,70.88903225806452
2020-08,2020,8,ARNAVUTKÖY,6965803.746,25.20709677419355,68.63064516129033
2020-09,2020,9,ARNAVUTKÖY,7880325.709,23.84300000000001,69.44833333333332
2020-10,2020,10,ARNAVUTKÖY,8851099.939,20.23870967741935,72.20741935483872
2020-11,2020,11,ARNAVUTKÖY,17997324.48,12.15,78.13266666666668
2020-12,2020,12,ARNAVUTKÖY,22373209.877,11.36129032258064,78.92612903225806
2021-01,2021,1,ARNAVUTKÖY,25666677.866,8.16741935483871,76.92935483870966
2021-02,2021,2,ARNAVUTKÖY,24343706.749,7.53357142857143,77.56642857142859
2021-03,2021,3,ARNAVUTKÖY,27803115.734,7.134193548387097,77.57032258064515
2021-04,2021,4,ARNAVUTKÖY,19715293.277,11.77666666666667,74.41399999999999
2021-05,2021,5,ARNAVUTKÖY,9571574.09,18.87645161290323,64.84387096774192
2021-06,2021,6,ARNAVUTKÖY,9219296.167,21.182,74.67166666666668
2021-07,2021,7,ARNAVUTKÖY,7303183.955,25.64193548387097,70.86451612903224
2021-08,2021,8,ARNAVUTKÖY,8693148.926,25.82903225806452,65.75032258064516
2021-09,2021,9,ARNAVUTKÖY,9417719.095,20.10333333333334,70.51299999999999
2021-10,2021,10,ARNAVUTKÖY,13263522.314,14.81225806451613,80.61000000000001
2015-01,2015,1,ATAŞEHİR,30998996.034,6.786666666666667,76.958
2015-02,2015,2,ATAŞEHİR,26967133.33,6.982500000000001,82.1917857142857
2015-03,2015,3,ATAŞEHİR,25548704.011,8.2225,79.63714285714286
2015-04,2015,4,ATAŞEHİR,16682891.713,12.74384615384615,65.70884615384615
2015-05,2015,5,ATAŞEHİR,5416282.713,18.71903225806452,70.36419354838709
2015-06,2015,6,ATAŞEHİR,4103143.453,21.09066666666667,75.74733333333333
2015-07,2015,7,ATAŞEHİR,3462388.816,24.55142857142857,71.18749999999999
2015-08,2015,8,ATAŞEHİR,3322695.925,25.65285714285714,71.54928571428572
2015-09,2015,9,ATAŞEHİR,3642194.492,23.01833333333333,77.19066666666666
2015-10,2015,10,ATAŞEHİR,7683070.427,16.28548387096774,82.49774193548384
2015-11,2015,11,ATAŞEHİR,13616691.257,14.00533333333334,77.87866666666666
2015-12,2015,12,ATAŞEHİR,27369814.041,7.71516129032258,81.3674193548387
2016-01,2016,1,ATAŞEHİR,33107829.498,6.197741935483872,78.43064516129033
2016-02,2016,2,ATAŞEHİR,22371970.036,11.01551724137931,76.18344827586208
2016-03,2016,3,ATAŞEHİR,21270630.284,11.28548387096774,71.54806451612903
2016-04,2016,4,ATAŞEHİR,8151172.699,16.966,59.40666666666668
2016-05,2016,5,ATAŞEHİR,6190421.913,18.64870967741936,68.51129032258065
2016-06,2016,6,ATAŞEHİR,4078322.843,23.70533333333333,67.00066666666666
2016-07,2016,7,ATAŞEHİR,3256123.945,25.25967741935484,68.12096774193549
2016-08,2016,8,ATAŞEHİR,3426477.632,25.54258064516129,74.07129032258067
2016-09,2016,9,ATAŞEHİR,3737591.211,21.45,69.074
2016-10,2016,10,ATAŞEHİR,8677954.23,15.92677419354839,91.34193548387097
2016-11,2016,11,ATAŞEHİR,19052696.964,12.05166666666667,73.55933333333334
2016-12,2016,12,ATAŞEHİR,36206305.677,4.892580645161291,77.5722580645161
2017-01,2017,1,ATAŞEHİR,40876591.171,3.509032258064516,83.33580645161292
2017-02,2017,2,ATAŞEHİR,30259036.315,7.834999999999998,74.46821428571427
2017-03,2017,3,ATAŞEHİR,25206457.894,9.70838709677419,76.90064516129033
2017-04,2017,4,ATAŞEHİR,16326721.63,12.94666666666667,67.18299999999999
2017-05,2017,5,ATAŞEHİR,6916890.942,17.95064516129032,74.11
2017-06,2017,6,ATAŞEHİR,4140975.418,23.84966666666667,70.71633333333332
2017-07,2017,7,ATAŞEHİR,3681224.053,24.40935483870968,68.10870967741936
2017-08,2017,8,ATAŞEHİR,3627628.051,24.18580645161291,74.0583870967742
2017-09,2017,9,ATAŞEHİR,3814473.706,22.02855555555556,71.20799999999998
2017-10,2017,10,ATAŞEHİR,8356681.332,15.13064516129032,73.77419354838712
2017-11,2017,11,ATAŞEHİR,18423401.501,12.107,78.23266666666669
2017-12,2017,12,ATAŞEHİR,25395281.013,10.66870967741935,71.81806451612904
2018-01,2018,1,ATAŞEHİR,32342299.138,7.359032258064518,77.66612903225808
2018-02,2018,2,ATAŞEHİR,28867683.964,7.766785714285715,81.79678571428573
2018-03,2018,3,ATAŞEHİR,24734890.353,11.05451612903226,75.08387
2018-04,2018,4,ATAŞEHİR,11989085.164,14.56633333333333,68.99233333333333
2018-05,2018,5,ATAŞEHİR,6650145.938,18.65,76.12322580645161
2018-06,2018,6,ATAŞEHİR,4220794.825,22.926,70.84999999999998
2018-07,2018,7,ATAŞEHİR,4016416.469,25.3383870967742,68.6541935483871
2018-08,2018,8,ATAŞEHİR,3547188.658,25.89193548387097,69.28064516129034
2018-09,2018,9,ATAŞEHİR,4291057.068,21.67666666666667,74.05966666666664
2018-10,2018,10,ATAŞEHİR,7360086.913,17.18645161290322,75.62032258064518
2018-11,2018,11,ATAŞEHİR,18137606.979,12.56166666666667,81.14666666666666
2018-12,2018,12,ATAŞEHİR,33200161.286,7.041935483870969,81.63290322580644
2019-01,2019,1,ATAŞEHİR,35539573.968,7.139677419354839,75.75419354838712
2019-02,2019,2,ATAŞEHİR,30333535.433,6.765357142857146,79.48428571428573
2019-03,2019,3,ATAŞEHİR,25596476.596,10.19096774193548,66.9951612903226
2019-04,2019,4,ATAŞEHİR,18336476.849,12.675,70.57966666666667
2019-05,2019,5,ATAŞEHİR,6712880.685,19.94129032258065,64.7206451612903
2019-06,2019,6,ATAŞEHİR,4031736.328,24.51833333333333,70.83999999999999
2019-07,2019,7,ATAŞEHİR,4017133.163,24.24967741935484,69.57903225806453
2019-08,2019,8,ATAŞEHİR,3698207.677,24.96290322580645,71.70967741935483
2019-09,2019,9,ATAŞEHİR,4269511.351,22.07999999999999,66.96233333333332
2019-10,2019,10,ATAŞEHİR,5955282.922,18.15709677419355,78.91161290322583
2019-11,2019,11,ATAŞEHİR,10060071.297,16.57133333333333,75.33333333333331
2019-12,2019,12,ATAŞEHİR,26164798.884,10.42709677419355,77.38032258064517
2020-01,2020,1,ATAŞEHİR,35822868.631,7.253870967741936,77.20225806451612
2020-02,2020,2,ATAŞEHİR,29330217.607,9.32896551724138,71.10724137931035
2020-03,2020,3,ATAŞEHİR,24706936.936,11.17129032258065,73.58548387096776
2020-04,2020,4,ATAŞEHİR,17459451.999,12.94933333333333,66.21133333333333
2020-05,2020,5,ATAŞEHİR,6619039.8,18.80774193548387,68.84709677419355
2020-06,2020,6,ATAŞEHİR,4578051.707,23.35433333333333,69.90566666666668
2020-07,2020,7,ATAŞEHİR,3800664.671,24.83032258064516,70.88903225806452
2020-08,2020,8,ATAŞEHİR,3624324.605,25.20709677419355,68.63064516129033
2020-09,2020,9,ATAŞEHİR,3948471.795,23.84300000000001,69.44833333333332
2020-10,2020,10,ATAŞEHİR,5395517.997,20.23870967741935,72.20741935483872
2020-11,2020,11,ATAŞEHİR,18331318.229,12.15,78.13266666666668
2020-12,2020,12,ATAŞEHİR,24878773.611,11.36129032258064,78.92612903225806
2021-01,2021,1,ATAŞEHİR,28662608.414,8.16741935483871,76.92935483870966
2021-02,2021,2,ATAŞEHİR,27672670.965,7.53357142857143,77.56642857142859
2021-03,2021,3,ATAŞEHİR,32004060.578,7.134193548387097,77.57032258064515
2021-04,2021,4,ATAŞEHİR,20423925.701,11.77666666666667,74.41399999999999
2021-05,2021,5,ATAŞEHİR,6092543.133,18.87645161290323,64.84387096774192
2021-06,2021,6,ATAŞEHİR,5058755.491,21.182,74.67166666666668
2021-07,2021,7,ATAŞEHİR,3834530.582,25.64193548387097,70.86451612903224
2021-08,2021,8,ATAŞEHİR,3946643.377,25.82903225806452,65.75032258064516
2021-09,2021,9,ATAŞEHİR,4657909.338,20.10333333333334,70.51299999999999
2021-10,2021,10,ATAŞEHİR,10663439.48,14.81225806451613,80.61000000000001
2015-01,2015,1,AVCILAR,25341204.628,6.786666666666667,76.958
2015-02,2015,2,AVCILAR,22297471.168,6.982500000000001,82.1917857142857
2015-03,2015,3,AVCILAR,21305678.957,8.2225,79.63714285714286
2015-04,2015,4,AVCILAR,13868978.793,12.74384615384615,65.70884615384615
2015-05,2015,5,AVCILAR,6200565.585,18.71903225806452,70.36419354838709
2015-06,2015,6,AVCILAR,5328233.965,21.09066666666667,75.74733333333333
2015-07,2015,7,AVCILAR,4396140.045,24.55142857142857,71.18749999999999
2015-08,2015,8,AVCILAR,4491861.042,25.65285714285714,71.54928571428572
2015-09,2015,9,AVCILAR,4722781.346,23.01833333333333,77.19066666666666
2015-10,2015,10,AVCILAR,7421491.952,16.28548387096774,82.49774193548384
2015-11,2015,11,AVCILAR,11631586.236,14.00533333333334,77.87866666666666
2015-12,2015,12,AVCILAR,22599899.805,7.71516129032258,81.3674193548387
2016-01,2016,1,AVCILAR,26724921.867,6.197741935483872,78.43064516129033
2016-02,2016,2,AVCILAR,18922793.021,11.01551724137931,76.18344827586208
2016-03,2016,3,AVCILAR,17692229.524,11.28548387096774,71.54806451612903
2016-04,2016,4,AVCILAR,7932809.75,16.966,59.40666666666668
2016-05,2016,5,AVCILAR,6515442.587,18.64870967741936,68.51129032258065
2016-06,2016,6,AVCILAR,5137047.386,23.70533333333333,67.00066666666666
2016-07,2016,7,AVCILAR,3967524.237,25.25967741935484,68.12096774193549
2016-08,2016,8,AVCILAR,4643342.606,25.54258064516129,74.07129032258067
2016-09,2016,9,AVCILAR,4517061.399,21.45,69.074
2016-10,2016,10,AVCILAR,8110858.812,15.92677419354839,91.34193548387097
2016-11,2016,11,AVCILAR,16340031.189,12.05166666666667,73.55933333333334
2016-12,2016,12,AVCILAR,28502776.93,4.892580645161291,77.5722580645161
2017-01,2017,1,AVCILAR,33424996.869,3.509032258064516,83.33580645161292
2017-02,2017,2,AVCILAR,25685798.307,7.834999999999998,74.46821428571427
2017-03,2017,3,AVCILAR,21260257.912,9.70838709677419,76.90064516129033
2017-04,2017,4,AVCILAR,13825960.951,12.94666666666667,67.18299999999999
2017-05,2017,5,AVCILAR,7053166.714,17.95064516129032,74.11
2017-06,2017,6,AVCILAR,4822787.264,23.84966666666667,70.71633333333332
2017-07,2017,7,AVCILAR,4715803.194,24.40935483870968,68.10870967741936
2017-08,2017,8,AVCILAR,4611009.788,24.18580645161291,74.0583870967742
2017-09,2017,9,AVCILAR,4709371.776,22.02855555555556,71.20799999999998
2017-10,2017,10,AVCILAR,8111013.934,15.13064516129032,73.77419354838712
2017-11,2017,11,AVCILAR,15981371.09,12.107,78.23266666666669
2017-12,2017,12,AVCILAR,19801604.581,10.66870967741935,71.81806451612904
2018-01,2018,1,AVCILAR,29175067.216,7.359032258064518,77.66612903225808
2018-02,2018,2,AVCILAR,23901925.253,7.766785714285715,81.79678571428573
2018-03,2018,3,AVCILAR,23049191.054,11.05451612903226,75.08387
2018-04,2018,4,AVCILAR,11574417.485,14.56633333333333,68.99233333333333
2018-05,2018,5,AVCILAR,7292112.447,18.65,76.12322580645161
2018-06,2018,6,AVCILAR,5288687.331,22.926,70.84999999999998
2018-07,2018,7,AVCILAR,5292575.362,25.3383870967742,68.6541935483871
2018-08,2018,8,AVCILAR,4295544.735,25.89193548387097,69.28064516129034
2018-09,2018,9,AVCILAR,5318282.771,21.67666666666667,74.05966666666664
2018-10,2018,10,AVCILAR,7450056.803,17.18645161290322,75.62032258064518
2018-11,2018,11,AVCILAR,15891572.719,12.56166666666667,81.14666666666666
2018-12,2018,12,AVCILAR,28836403.89,7.041935483870969,81.63290322580644
2019-01,2019,1,AVCILAR,31575405.855,7.139677419354839,75.75419354838712
2019-02,2019,2,AVCILAR,25934956.086,6.765357142857146,79.48428571428573
2019-03,2019,3,AVCILAR,22693384.15,10.19096774193548,66.9951612903226
2019-04,2019,4,AVCILAR,16279958.906,12.675,70.57966666666667
2019-05,2019,5,AVCILAR,7689532.281,19.94129032258065,64.7206451612903
2019-06,2019,6,AVCILAR,4873815.782,24.51833333333333,70.83999999999999
2019-07,2019,7,AVCILAR,5566077.564,24.24967741935484,69.57903225806453
2019-08,2019,8,AVCILAR,4731219.126,24.96290322580645,71.70967741935483
2019-09,2019,9,AVCILAR,5572548.042,22.07999999999999,66.96233333333332
2019-10,2019,10,AVCILAR,6979073.913,18.15709677419355,78.91161290322583
2019-11,2019,11,AVCILAR,9774974.915,16.57133333333333,75.33333333333331
2019-12,2019,12,AVCILAR,22387539.225,10.42709677419355,77.38032258064517
2020-01,2020,1,AVCILAR,30532157.267,7.253870967741936,77.20225806451612
2020-02,2020,2,AVCILAR,25619037.105,9.32896551724138,71.10724137931035
2020-03,2020,3,AVCILAR,21792487.948,11.17129032258065,73.58548387096776
2020-04,2020,4,AVCILAR,14569372.934,12.94933333333333,66.21133333333333
2020-05,2020,5,AVCILAR,6738993.638,18.80774193548387,68.84709677419355
2020-06,2020,6,AVCILAR,6029074.809,23.35433333333333,69.90566666666668
2020-07,2020,7,AVCILAR,5413626.166,24.83032258064516,70.88903225806452
2020-08,2020,8,AVCILAR,5283359.106,25.20709677419355,68.63064516129033
2020-09,2020,9,AVCILAR,5718902.777,23.84300000000001,69.44833333333332
2020-10,2020,10,AVCILAR,6765043.024,20.23870967741935,72.20741935483872
2020-11,2020,11,AVCILAR,16789921.178,12.15,78.13266666666668
2020-12,2020,12,AVCILAR,22394787.176,11.36129032258064,78.92612903225806
2021-01,2021,1,AVCILAR,25661923.188,8.16741935483871,76.92935483870966
2021-02,2021,2,AVCILAR,23987142.603,7.53357142857143,77.56642857142859
2021-03,2021,3,AVCILAR,27257648.302,7.134193548387097,77.57032258064515
2021-04,2021,4,AVCILAR,18146495.441,11.77666666666667,74.41399999999999
2021-05,2021,5,AVCILAR,7028307.113,18.87645161290323,64.84387096774192
2021-06,2021,6,AVCILAR,6548596.398,21.182,74.67166666666668
2021-07,2021,7,AVCILAR,5014371.991,25.64193548387097,70.86451612903224
2021-08,2021,8,AVCILAR,5617745.433,25.82903225806452,65.75032258064516
2021-09,2021,9,AVCILAR,6137753.547,20.10333333333334,70.51299999999999
2021-10,2021,10,AVCILAR,9787118.439,14.81225806451613,80.61000000000001
2015-01,2015,1,BAĞCILAR,36124173.038,6.786666666666667,76.958
2015-02,2015,2,BAĞCILAR,31428012.98,6.982500000000001,82.1917857142857
2015-03,2015,3,BAĞCILAR,29416082.154,8.2225,79.63714285714286
2015-04,2015,4,BAĞCILAR,17963145.34,12.74384615384615,65.70884615384615
2015-05,2015,5,BAĞCILAR,7546302.169,18.71903225806452,70.36419354838709
2015-06,2015,6,BAĞCILAR,6241807.741,21.09066666666667,75.74733333333333
2015-07,2015,7,BAĞCILAR,5308260.698,24.55142857142857,71.18749999999999
2015-08,2015,8,BAĞCILAR,5215675.544,25.65285714285714,71.54928571428572
2015-09,2015,9,BAĞCILAR,5606660.781,23.01833333333333,77.19066666666666
2015-10,2015,10,BAĞCILAR,9379003.372,16.28548387096774,82.49774193548384
2015-11,2015,11,BAĞCILAR,15114777.571,14.00533333333334,77.87866666666666
2015-12,2015,12,BAĞCILAR,30845047.1,7.71516129032258,81.3674193548387
2016-01,2016,1,BAĞCILAR,38771479.839,6.197741935483872,78.43064516129033
2016-02,2016,2,BAĞCILAR,26685618.741,11.01551724137931,76.18344827586208
2016-03,2016,3,BAĞCILAR,24281410.417,11.28548387096774,71.54806451612903
2016-04,2016,4,BAĞCILAR,10063432.406,16.966,59.40666666666668
2016-05,2016,5,BAĞCILAR,8162145.707,18.64870967741936,68.51129032258065
2016-06,2016,6,BAĞCILAR,6185722.139,23.70533333333333,67.00066666666666
2016-07,2016,7,BAĞCILAR,4925509.693,25.25967741935484,68.12096774193549
2016-08,2016,8,BAĞCILAR,5716968.965,25.54258064516129,74.07129032258067
2016-09,2016,9,BAĞCILAR,5646382.685,21.45,69.074
