ds,yhat
2021-11-30,7.888502870940373
2021-12-31,6.7841287019649865
2022-01-31,9.930554151549835
2022-02-28,7.972917654650692
2022-03-31,12.093772671084153
2022-04-30,21.067228580182245
2022-05-31,23.290558037171717
2022-06-30,24.872871048438178
2022-07-31,25.73870856783754
2022-08-31,21.801372401992467
2022-09-30,15.646190352840998
2022-10-31,16.484326299651272
2022-11-30,7.645226230897457
2022-12-31,6.831243036188374
