ds,yhat
2021-11-30,80.25361858914977
2021-12-31,74.05406305799785
2022-01-31,74.48704321185049
2022-02-28,72.8621125346658
2022-03-31,70.96709537401252
2022-04-30,65.72535199198893
2022-05-31,72.8776029490534
2022-06-30,65.926014902178
2022-07-31,67.04389188620463
2022-08-31,72.40219881592412
2022-09-30,75.19348402467749
2022-10-31,77.60832352503097
2022-11-30,80.8164158820592
2022-12-31,72.89720566010858
