tarih,tuketim
2021-11,15341294.0
2021-12,16622428.0
2022-01,14975478.0
2022-02,15602900.0
2022-03,11986483.0
2022-04,6141728.0
2022-05,5986060.0
2022-06,5551705.5
2022-07,5711087.5
2022-08,6015297.0
2022-09,8489253.0
2022-10,8403635.0
2022-11,15278227.0
2022-12,16617288.0
