tarih,tuketim
2021-11,18033174.0
2021-12,20195986.0
2022-01,16718712.0
2022-02,18516886.0
2022-03,12441317.0
2022-04,2782858.8
2022-05,2504670.5
2022-06,2387922.5
2022-07,2319731.2
2022-08,2607795.8
2022-09,5728842.0
2022-10,5124582.0
2022-11,18028144.0
2022-12,20195986.0
