tarih,tuketim
2021-11,25312830.0
2021-12,27851774.0
2022-01,24431928.0
2022-02,25371476.0
2022-03,17040400.0
2022-04,3716056.5
2022-05,3516172.5
2022-06,3153377.0
2022-07,3150198.5
2022-08,3591762.5
2022-09,8007382.0
2022-10,8007382.0
2022-11,25312830.0
2022-12,27851774.0
