tarih,tuketim
2021-11,16095135.0
2021-12,17691726.0
2022-01,16544947.0
2022-02,16709198.0
2022-03,11029281.0
2022-04,4438806.0
2022-05,3975131.0
2022-06,3760744.0
2022-07,3632948.0
2022-08,3919026.2
2022-09,6519654.0
2022-10,6317953.0
2022-11,16095135.0
2022-12,17691726.0
