tarih,tuketim
2021-11,22499656.0
2021-12,27588932.0
2022-01,22779634.0
2022-02,22793048.0
2022-03,17215922.0
2022-04,5643884.0
2022-05,4899030.5
2022-06,4739441.5
2022-07,4858686.5
2022-08,4962204.0
2022-09,8814128.0
2022-10,8160215.0
2022-11,22499656.0
2022-12,27588932.0
