tarih,tuketim
2021-11,30881518.0
2021-12,36824770.0
2022-01,31785118.0
2022-02,32409732.0
2022-03,23101946.0
2022-04,5928339.0
2022-05,4708819.0
2022-06,4230860.0
2022-07,4035227.0
2022-08,4746127.5
2022-09,11013967.0
2022-10,10244473.0
2022-11,30791578.0
2022-12,36709050.0
