tarih,tuketim
2021-11,48202696.0
2021-12,55354160.0
2022-01,44589870.0
2022-02,49160156.0
2022-03,31034072.0
2022-04,5169875.0
2022-05,4752423.0
2022-06,4746390.0
2022-07,4418241.0
2022-08,4776310.0
2022-09,13754582.0
2022-10,13727043.0
2022-11,48202696.0
2022-12,55354160.0
