tarih,tuketim
2021-11,27570946.0
2021-12,30039038.0
2022-01,26045428.0
2022-02,27541072.0
2022-03,22246600.0
2022-04,11667390.0
2022-05,11615012.0
2022-06,11167003.0
2022-07,11063533.0
2022-08,11615012.0
2022-09,15244943.0
2022-10,15075458.0
2022-11,29660860.0
2022-12,30039038.0
