tarih,tuketim
2021-11,25813248.0
2021-12,27789018.0
2022-01,25500966.0
2022-02,25851788.0
2022-03,18402490.0
2022-04,5670126.0
2022-05,5343362.0
2022-06,5158032.5
2022-07,5158032.5
2022-08,5183056.5
2022-09,9872761.0
2022-10,9872761.0
2022-11,25813248.0
2022-12,27789018.0
