tarih,tuketim
2021-11,21113356.0
2021-12,23797292.0
2022-01,22300660.0
2022-02,22740964.0
2022-03,17612354.0
2022-04,9426787.0
2022-05,9514641.0
2022-06,7776187.5
2022-07,7315772.5
2022-08,9067262.0
2022-09,12561897.0
2022-10,12161830.0
2022-11,21113356.0
2022-12,24157672.0
