tarih,tuketim
2021-11,3248063.2
2021-12,3953549.0
2022-01,3557020.5
2022-02,3620809.2
2022-03,3244283.5
2022-04,1801551.5
2022-05,1496384.0
2022-06,1219784.5
2022-07,1113119.8
2022-08,1586253.5
2022-09,1896170.6
2022-10,1766196.8
2022-11,3215641.5
2022-12,3964644.8
