tarih,tuketim
2021-11,18574558.0
2021-12,21247770.0
2022-01,17962386.0
2022-02,19269406.0
2022-03,11546510.0
2022-04,2816917.5
2022-05,2633519.2
2022-06,2545824.2
2022-07,2545824.2
2022-08,2667671.0
2022-09,5296629.5
2022-10,5296629.5
2022-11,18574558.0
2022-12,21247770.0
