tarih,tuketim
2021-11,54221936.0
2021-12,61895796.0
2022-01,52532852.0
2022-02,57911180.0
2022-03,40415036.0
2022-04,19857446.0
2022-05,19312574.0
2022-06,17926484.0
2022-07,17617612.0
2022-08,19267026.0
2022-09,27274634.0
2022-10,27160076.0
2022-11,54842730.0
2022-12,61892172.0
