tarih,tuketim
2021-11,42783430.0
2021-12,48901324.0
2022-01,43312860.0
2022-02,44659124.0
2022-03,29259366.0
2022-04,9869407.0
2022-05,9041149.0
2022-06,8910259.0
2022-07,8906410.0
2022-08,8721123.0
2022-09,16225057.0
2022-10,15400489.0
2022-11,43521540.0
2022-12,48671190.0
