tarih,tuketim
2021-11,2642371.8
2021-12,3063713.5
2022-01,2769208.8
2022-02,2691941.2
2022-03,2326889.5
2022-04,967461.9
2022-05,829258.25
2022-06,710872.7
2022-07,659490.3
2022-08,849508.8
2022-09,1377951.2
2022-10,1124240.8
2022-11,2952100.2
2022-12,3059796.0
