tarih,tuketim
2021-11,39338476.0
2021-12,43740036.0
2022-01,36822210.0
2022-02,41043256.0
2022-03,25433630.0
2022-04,5411043.5
2022-05,5227101.5
2022-06,4726434.0
2022-07,4468714.0
2022-08,5035916.5
2022-09,11676915.0
2022-10,10326744.0
2022-11,39315028.0
2022-12,43740036.0
