tarih,tuketim
2021-11,43898908.0
2021-12,48775704.0
2022-01,42480270.0
2022-02,44578748.0
2022-03,29687900.0
2022-04,12575667.0
2022-05,11228997.0
2022-06,10931766.0
2022-07,10759665.0
2022-08,11154969.0
2022-09,15461363.0
2022-10,15240408.0
2022-11,43898908.0
2022-12,48775704.0
