tarih,tuketim
2021-11,24083458.0
2021-12,26993356.0
2022-01,23606968.0
2022-02,25137332.0
2022-03,17607668.0
2022-04,6711368.5
2022-05,6339834.5
2022-06,6171996.5
2022-07,6259553.0
2022-08,6405163.5
2022-09,10703747.0
2022-10,10406263.0
2022-11,24337214.0
2022-12,26993356.0
