tarih,tuketim
2021-11,28179082.0
2021-12,32656396.0
2022-01,25231034.0
2022-02,29154466.0
2022-03,18289092.0
2022-04,4235578.5
2022-05,4117885.8
2022-06,3872071.0
2022-07,3794877.0
2022-08,4102770.8
2022-09,9012974.0
2022-10,9012974.0
2022-11,28179082.0
2022-12,32656396.0
