tarih,tuketim
2021-11,21779410.0
2021-12,26245244.0
2022-01,20709548.0
2022-02,22256998.0
2022-03,15133883.0
2022-04,5180906.5
2022-05,4647794.5
2022-06,4966037.0
2022-07,4733414.5
2022-08,4747958.5
2022-09,7616922.5
2022-10,6869747.0
2022-11,24300434.0
2022-12,26245244.0
